,Adams County,Alcorn County,Amite County,Attala County,Benton County,Bolivar County,Calhoun County,Carroll County,Chickasaw County,Choctaw County,Claiborne County,Clarke County,Clay County,Coahoma County,Copiah County,Covington County,DeSoto County,Forrest County,Franklin County,George County,Greene County,Grenada County,Hancock County,Harrison County,Hinds County,Holmes County,Humphreys County,Issaquena County,Itawamba County,Jackson County,Jasper County,Jefferson County,Jefferson Davis County,Jones County,Kemper County,Lafayette County,Lamar County,Lauderdale County,Lawrence County,Leake County,Lee County,Leflore County,Lincoln County,Lowndes County,Madison County,Marion County,Marshall County,Monroe County,Montgomery County,Neshoba County,Newton County,Noxubee County,Oktibbeha County,Panola County,Pearl River County,Perry County,Pike County,Pontotoc County,Prentiss County,Quitman County,Rankin County,Scott County,Sharkey County,Simpson County,Smith County,Stone County,Sunflower County,Tallahatchie County,Tate County,Tippah County,Tishomingo County,Tunica County,Union County,Walthall County,Warren County,Washington County,Wayne County,Webster County,Wilkinson County,Winston County,Yalobusha County,Yazoo County
Copiah County Health Department,84.31257433,309.5574685,73.23331422,129.9629115,270.6842351,161.2773565,202.1830352,135.1700245,223.4422366,167.0831495,38.05508907,110.8600846,215.0069495,175.0081219,4.265592117,65.40989465,229.041457,113.7122072,57.81147348,172.8940048,148.5802318,164.027055,156.0944385,178.0059405,30.68798756,102.9050693,94.91233425,95.19904811,281.4103989,202.1201075,84.13971904,48.22118262,53.87470742,88.77807914,162.0326392,222.3691601,97.66585854,137.0409187,38.4657181,110.5543082,263.824909,120.1901301,27.79390188,222.1423702,72.71458861,77.36975046,249.0410798,248.3653574,155.8395852,134.2198183,110.0970271,190.2676218,193.7042317,196.2435532,123.2066697,130.6134842,49.48791712,239.0186574,295.2166752,169.1428306,52.40900014,86.03017263,94.4432895,29.87128217,61.27572957,149.8065368,131.0824123,155.074421,216.2299534,283.2573077,319.4566004,191.7463623,258.9598789,66.26562071,60.85432852,129.9391976,115.38831,183.0976126,104.1610443,161.8513667,187.1422949,63.35984734
Bethesda United Methodist Church,89.44466875,304.5411691,78.37541468,124.8840912,265.6656119,162.1771972,197.1334423,130.1035561,218.3921333,162.0132493,39.01653468,105.7463389,209.9476859,175.8928967,9.38509723,64.43729568,224.0248542,112.7252176,62.94377853,171.8966062,147.594114,158.9716636,155.082115,176.9943436,31.6397494,97.82749604,95.83511932,96.13492463,276.3729017,201.1100285,79.0251984,53.34510049,52.90002416,87.80515705,156.942678,217.3342419,96.6794068,131.9392172,37.49039523,105.4642364,258.7877172,115.1271588,32.92442004,217.0768584,67.62050372,76.38408433,244.0204792,243.3143164,150.7746934,129.129774,104.9951471,185.1896992,188.6370236,191.2088659,122.2062066,129.6259724,54.63000734,233.9791692,290.1910694,164.1041899,47.30254465,80.92846823,95.37450789,24.75322709,56.16113463,148.8067789,131.9889861,150.02528,211.2053651,278.2369746,314.4353618,191.8965974,253.9297046,65.27729302,61.80307152,130.8566846,114.4160252,178.0368341,109.3035517,156.7726601,182.0958724,64.2944265
HeartLand Hands Inc. Food Pantry,321.8540138,87.90526859,310.8494173,155.2090879,57.76725567,133.1390958,110.4640964,110.5812752,133.876773,156.4201899,261.6797104,279.8486247,161.9199776,87.07716106,241.7132186,257.425921,8.134270046,305.6208943,295.3545197,364.7250217,340.4953718,95.21552048,347.8142184,369.7311098,213.8618782,134.2298819,159.0707791,212.8357015,142.4249042,393.8565616,256.1891531,285.7016701,245.8752119,280.7916654,232.9167448,72.8197151,289.5785762,256.1106654,243.6169551,181.5811245,123.4767795,116.8359103,265.3236575,194.1997176,164.5435018,269.2883512,43.6948887,162.7295125,124.98047,205.2496218,229.7206068,212.2374431,172.35903,45.70643977,315.0149057,322.5182567,287.103975,107.5375461,109.6823895,67.70176596,190.7592477,204.8114361,192.9796635,216.4982549,233.5251708,341.619996,129.839729,81.84849096,26.28658203,77.06729326,117.1153685,44.99338423,91.01195714,271.2770387,231.5300082,172.6768391,307.4066114,135.8711542,341.7801426,186.7954643,82.79792665,175.6220388
Sacred Heart Southern Missions – Food Pantry,309.7516796,94.01204528,298.7166545,161.5057374,63.88105375,121.2726107,116.6719693,116.8403805,140.0862201,162.6897604,249.6260689,286.2514252,168.1572625,75.25642994,229.6490818,263.8695843,14.24188015,312.1082913,283.2515209,371.2440725,346.9801535,101.4409809,354.3785665,376.2932707,201.8376301,129.3233217,147.1345676,200.8597446,148.5960907,400.414135,262.594284,273.6241596,252.3251924,287.2363312,239.2472939,78.98299792,296.0643258,262.4768789,236.9133835,187.9119588,129.6470189,104.9435149,253.2260632,200.4560038,166.4283256,275.7716973,49.81467441,168.9418359,131.2348032,211.5803956,236.0873369,218.5314242,178.6204437,51.86899275,321.5432167,329.0072541,274.9712219,113.71474,115.8174415,55.88328642,197.1398309,211.1776088,181.017848,222.9140789,239.9305059,348.1461892,117.9527715,69.99810465,32.41845476,83.18630322,123.2371713,33.21762036,97.16085827,264.6558119,219.5149544,160.7567478,313.8493669,142.1130114,329.6461706,193.0918003,88.99614548,163.6499892
Samaritans,317.4217791,88.55111394,306.4086951,155.9078805,58.41505697,128.7726325,111.1381323,111.2695966,134.5512492,157.111432,257.2610536,280.577023,162.6022176,82.72345653,237.2916335,258.1657122,8.780342856,306.3728826,290.9220983,365.4858393,341.2466326,95.8944595,348.5876658,370.5039484,209.451417,129.8438157,154.6848696,208.4387094,143.0887125,394.6281221,256.9181999,281.2763572,246.616764,281.5317374,233.6249942,73.48131542,290.3301044,256.8288607,239.1865262,182.2894506,124.1403226,112.4622193,260.8927419,194.8872577,160.7970452,270.0392082,44.3443587,163.4047924,125.6674615,205.9579323,230.4389446,212.9354949,173.0479986,46.36783495,315.7783029,323.2706921,282.6632543,108.2030274,110.3361203,63.34868827,191.4814462,205.5296172,188.5866145,217.2302813,234.2542733,342.382804,125.4675555,77.48651485,26.93942125,77.716549,117.7654054,40.65221922,91.66954843,266.8355919,227.1221124,168.2954265,308.1461521,136.5546676,337.3390847,187.4941713,83.46926899,171.2261344
Olive Branch Food Ministry,329.6833282,72.66044625,318.7173143,139.7237151,42.51356665,140.6695645,95.09120668,109.4589675,118.5018698,140.9691152,269.4473409,264.2287011,146.5097916,94.5496644,249.4941692,241.754256,15.02368483,289.8937989,303.1846961,348.9577897,324.7715637,80.47671245,331.9896224,353.9092692,221.5922827,141.8494496,166.6896211,220.5048871,127.0984543,378.040515,240.5662956,293.4995418,233.3452415,265.1187132,217.3883722,57.50333555,273.8535791,240.5371019,251.4381008,166.0524314,108.1515453,124.39924,273.1470046,178.7654379,172.2266407,256.661196,28.43362811,147.3509418,109.5487207,189.7209865,214.1464094,196.7554043,156.9182736,48.02608042,299.2359796,306.7891217,294.9718769,92.20351713,94.40173517,75.17143145,192.672122,189.2379639,200.6309373,215.3410024,217.9020719,325.8437335,137.3961542,89.35859371,27.92549114,61.80698596,101.8514888,52.408917,75.71377777,279.1482487,239.2487432,180.275234,291.7360592,120.4551984,349.6495503,171.3104633,67.43728821,183.2863003
Hernando / Nesbit Interfaith Council on Poverty,311.2304015,83.53545063,300.2286198,142.8839594,45.45903642,122.493673,98.14717752,98.25961943,121.5597079,144.0975652,251.0515957,267.5136782,149.6003378,76.42750748,231.0860753,245.0871969,4.173375542,293.2781254,284.7309696,352.3793245,328.1528438,82.89697592,335.4643334,357.3814265,203.2310459,123.5909601,148.4318052,202.2004025,130.1113763,381.5073019,243.8539917,275.0757626,233.5359041,268.452848,220.5884798,60.50692009,277.23596,243.7791024,232.9927446,169.2528347,111.1633398,106.1928847,254.6996082,181.8783201,153.9092194,256.9459578,31.38611627,150.4121806,112.659255,192.9213369,217.3889967,199.9125598,160.037159,33.39371306,302.6683536,310.1753393,276.4831773,95.2234639,97.37220359,57.0519047,178.4263578,192.4798782,182.343057,204.1621059,221.1899912,329.273639,119.1962001,71.20158061,13.97669258,64.75859152,104.8064073,34.33957252,78.70049129,260.6564819,220.898325,162.0363737,295.06797,123.5510924,331.1594563,174.470364,70.48190119,164.9863794
"American Red Cross, Mid-south Chapter in Southhaven",321.8840062,80.3485841,310.8920925,147.5733051,50.20765207,133.0708271,102.8652991,102.9611382,126.277316,148.7956861,261.6894192,272.168607,154.3089207,86.98983199,241.7273045,249.7288861,7.522672061,297.9056357,295.3847931,356.9965695,332.7811973,87.60940013,340.0669008,361.9847002,213.8593447,134.1909038,159.031565,212.8130427,134.8413821,386.1120593,248.5081684,285.7213227,238.1755475,273.0942094,225.2668292,65.23949725,281.8640062,248.445891,243.644255,173.9310985,115.8936552,116.7784427,265.3516831,186.5807407,164.5254253,261.5747854,36.13279366,155.1288524,117.3623182,197.5996171,222.0556214,204.6027623,164.737921,40.47833531,307.2826036,314.8023289,287.1466497,99.95152791,102.1139239,67.61350194,184.9389348,197.1466868,192.9511144,208.8128224,225.8441046,333.8885721,129.7799929,81.77352182,20.40384036,69.50551532,109.5524201,44.88732216,83.43772638,271.3207995,231.5236401,172.6309045,299.7099471,128.2581972,341.8233172,179.1598069,75.2031553,175.5977576
Interfaith Council on Poverty Food Pantry,312.7851499,81.99779442,301.7848481,143.5441952,46.12816154,124.0369554,98.81172914,98.92168085,122.2241826,144.7591172,252.6039772,268.1687524,150.263459,77.96856567,232.6389674,245.7402852,3.503948735,293.9290872,286.2857507,353.0287469,328.8039322,83.56067295,336.1115543,358.0287534,204.7819988,125.1376603,149.9784779,203.749007,130.7777106,382.1548514,244.508953,276.6293045,234.1886855,269.1058873,221.2470666,61.17363971,277.8870022,244.4359553,234.5471787,169.9114084,111.8297204,107.7374273,256.254127,182.5405171,155.4583585,257.5971171,32.05495062,151.0765149,113.3215481,193.5799132,218.0458249,200.5729243,160.6991071,34.06046864,303.3173266,310.8262231,278.0394055,95.88950674,98.04029471,58.59285374,179.0825133,193.1367339,183.8909742,204.8165481,221.8449429,329.9227145,120.740478,72.744081,14.64493975,65.42746297,105.4751423,35.87844474,79.36790961,262.2128368,222.4488305,163.5822622,295.7211016,124.2139918,332.7157429,175.1306144,71.14692254,166.5347945
Edwards Street Fellowship Center Food Pantry,135.0005743,287.3987738,98.04901043,140.558164,248.4769212,264.1517484,184.9035985,185.0168194,200.5694511,143.7922201,142.2314759,86.64215023,191.9404512,277.5643148,107.918273,39.00317521,286.7817773,8.99480715,107.7053873,67.95621167,43.88082853,200.2311571,73.13989696,72.76838859,134.660047,172.7193659,198.2719191,198.8349741,258.8035609,96.91432803,59.90571449,133.3593751,50.5822214,29.68157384,138.3173023,222.3471808,19.11112097,113.0774916,66.00452932,114.3400444,241.2247747,213.9816223,85.2619183,198.9435708,135.8903919,35.97548779,251.2761825,225.4723955,170.5962659,110.5030801,86.13015929,166.8066438,170.4699156,249.4569729,54.12150528,25.88486615,74.30367257,216.3702738,272.8612624,261.1287952,105.3857193,91.26881539,197.9808965,79.80537269,62.73139565,44.81920518,234.0993292,233.9352835,268.7387135,261.0136339,297.1932515,293.27008,236.5083018,58.48855379,164.7622887,233.1864924,58.81456128,159.9994846,128.9849925,138.3741677,212.5261521,166.9687923
Food for Life Pantry,131.8719673,286.1111828,99.29801061,137.4458834,247.1900294,261.0469816,181.8002895,181.9083404,199.2922336,142.5210761,139.1077857,85.38448474,190.6660509,274.4641695,104.7935144,35.87603059,283.6886165,12.1263778,104.5767062,71.09099161,47.01214405,197.1260777,74.38124173,75.90752051,131.5393215,169.6074798,195.1600963,195.71914,257.5224854,100.0530028,58.64827792,130.2332733,47.45444221,28.42813351,137.0523331,219.2483824,20.3604128,111.8161277,62.87655955,111.2243067,239.9435979,210.874226,82.13377695,197.6710971,132.7734327,37.22502732,248.1817822,224.1954767,167.4882643,109.238126,84.86884037,165.5379789,169.1979531,246.3582564,55.3664952,29.01660258,75.55266774,215.089794,271.576531,258.0288722,102.2649585,88.14950511,194.8664895,76.6810484,59.60812544,47.95470025,230.9924875,230.8321325,265.6430988,259.727274,295.9071856,290.1744774,235.2249622,59.73728158,161.6424993,230.0763065,57.56093504,158.7255382,130.233878,137.1057333,209.4238254,163.8533438
Maggie West,132.4411096,285.0004501,100.4439563,138.0001283,246.0786587,261.5943704,182.3463481,182.4591165,198.1720354,141.395336,139.6724416,84.24644588,189.543282,275.0073413,105.3591451,36.4438385,284.2254152,11.55453127,105.1459161,70.5162167,46.44053032,197.6737517,75.53417279,75.32877454,132.1012721,170.1613648,195.7139235,196.2766274,256.4058075,99.47467397,57.51003017,130.8001297,48.02282915,27.28623931,135.9209587,219.7903252,21.50609239,110.6814635,63.44512039,111.7817061,238.8270125,211.4240142,82.70249436,196.5465703,133.3319467,38.3704809,248.7197119,223.0750059,168.0386047,108.1067378,83.73413516,164.4099767,168.0729599,246.9001245,56.51610016,28.44460478,76.69861804,213.9725726,270.463189,258.5718411,102.8269413,88.71016441,195.4226747,77.24628284,60.17239806,47.3792728,231.5417696,231.3780469,266.1821365,258.615418,294.7950613,290.7135041,234.1103503,60.88347585,162.2035958,230.6286401,56.41921048,157.6023552,131.3799284,135.9775208,209.9689877,164.4104794
Life Support Cares,132.2964163,286.8851376,98.51672951,137.873432,247.964117,261.4759565,182.2295412,182.3366106,200.0681578,143.2981533,139.5331682,86.16412072,191.4425099,274.8940218,105.2186941,36.30075728,284.1197948,11.70249136,105.0011412,70.66771441,46.58820914,197.5549934,73.59850734,75.48506952,131.9652667,170.0351032,195.5877317,196.1460139,258.2976771,99.63046499,59.42795737,130.658198,47.87904842,29.20857162,137.8305825,219.6784905,19.5791871,112.5950615,63.30112957,111.6511989,240.7187704,211.3027018,82.55831438,198.4479219,133.200093,36.44384864,248.6127252,224.9714575,167.9166251,110.0163783,85.64778278,166.3155267,169.9748749,246.7883799,54.58445281,28.5927476,74.7713857,215.8650989,272.3510287,258.4587667,102.6908971,88.57571911,195.2936343,77.1063105,60.03358766,47.53155883,231.4210685,231.2614142,266.0738112,260.5014625,296.6814299,290.6051921,235.9997241,58.95594879,162.0686223,230.5042526,58.34133784,159.5020833,129.4525751,137.8833249,209.8532636,164.2802909
"One Way International Ministries, Inc. Family Food Pantry",129.1424008,288.5248785,96.77649979,134.761931,249.6056796,258.3840179,180.4861707,179.2350075,201.7349106,144.9807212,136.3919558,87.88178376,193.1165979,271.8141175,102.0747007,33.15055235,281.0580783,14.86422061,101.8469334,73.83779927,49.74927307,194.4622429,71.8383461,78.66648702,128.8317748,166.9246282,192.477421,193.0252577,259.9543828,102.8106914,61.1462172,127.5107061,44.72719071,30.93723719,139.5292277,216.6020956,17.83971885,114.3030943,60.14877516,108.5306962,242.3752132,208.2039174,79.40551264,200.1270259,130.0764087,34.70502487,245.547782,226.6389872,164.8162658,111.7150635,87.3559335,168.0045484,171.6553107,243.7121971,52.83378287,31.7549081,73.03114358,217.5233572,273.9982155,255.3794418,99.55731399,85.44591373,192.1765942,73.96344871,56.8934712,50.7035065,228.3237278,228.1736843,263.0057052,262.1444094,298.3251411,287.5371168,237.6505358,57.2150109,158.9375671,227.3982032,60.06951855,161.1773541,127.712046,139.5729476,206.7676809,161.1605397
Fayette Helping Hands 1,18.29086087,374.0391973,38.42153766,195.2759871,335.197069,168.8130396,267.1075541,200.3190427,288.3734056,232.2775525,41.55062968,176.6370798,280.0598155,214.562308,61.58851483,98.24623233,293.5277258,129.0186204,11.99771455,188.338583,163.8748673,229.0288043,171.7376425,193.6393698,89.16742691,168.2017408,143.3573236,89.86414198,346.1738053,217.7332253,149.9271524,17.69175984,77.97821847,120.1510229,227.4934825,287.0986828,112.9652,202.657818,59.90112685,176.016912,328.5843694,185.2927973,38.20658092,287.2781699,138.2306993,92.65874678,313.5803091,313.3088264,220.9675434,199.6819217,175.7164477,255.5684258,258.8627269,260.970172,138.6922666,145.9267562,62.09622438,303.808766,359.8220795,233.9221135,118.0895021,151.6473943,109.6234883,95.70594847,127.0642744,165.2826175,172.2520299,219.9932231,280.8223421,347.7927682,384.0038582,256.338821,323.6261799,81.59007957,71.43675974,129.641444,149.2622541,248.170787,38.00094942,227.1627479,252.0248032,127.0507406
The Salvation Army MS Gulf Coast – George County – Food Pantry,201.9643719,272.9125075,148.7192795,206.8001824,302.6015413,330.060893,250.7487753,251.0905356,227.3508121,205.3465364,208.9778687,83.11458878,199.5576891,343.2690796,174.7120814,105.902833,352.1777358,58.10076143,174.6726053,7.763353658,23.2036416,266.1544987,89.67190352,64.66777807,201.2754188,238.943766,264.4933704,265.2337479,244.0289658,34.04887641,106.7943777,200.2124271,117.5098704,82.54661022,129.3981235,287.9927406,74.12795869,106.5242386,132.9405218,180.7350348,237.3993415,280.0073036,152.2053944,183.7884451,202.3392595,94.3961923,316.7271558,210.5139401,236.6489608,157.0665791,132.9182881,151.4830556,189.3350369,315.0987515,70.49220552,41.21811817,125.0447367,253.4004424,258.2484612,326.8238327,172.0028133,157.8218642,264.3165889,146.580135,129.4596533,40.94217491,300.100375,299.7731797,334.2432575,283.3487147,282.6393937,358.7739366,269.6721657,105.5922038,231.3361118,299.3353828,55.91516571,225.6467975,177.8236254,175.2117885,278.3277397,233.350702
United Hearts Community Action Agency,191.5410114,290.4655429,138.2489372,196.6246215,292.7067395,319.9997677,240.7095051,240.9728093,217.3089483,195.2124348,198.6291556,88.83973299,194.6241195,333.2781359,164.347049,95.50138052,342.2928163,47.63199654,164.2480388,11.23611049,34.89523992,256.0884153,71.41625802,46.41534184,190.9716774,228.7742944,254.3249436,255.0044457,261.6810529,40.08109725,96.45194806,189.8270857,107.0988219,72.14346081,140.7270174,278.0220471,63.66182522,115.3824937,122.5266269,170.5069261,244.1052547,269.9061052,141.7889528,201.5712297,192.0926815,83.93387728,306.8233012,228.22917,226.5384324,146.8383889,122.6348563,169.3236941,179.2133042,305.1293928,52.29197396,30.74678822,114.5742493,243.4081715,275.8449633,316.8362063,161.6984452,147.5394658,254.108942,136.2216079,119.1170711,22.74501197,290.0076602,289.7364739,324.3210367,273.4457753,300.2156721,348.8519855,259.723347,95.11760153,221.0466712,289.1919112,60.89482263,215.5552906,167.3516273,165.0364713,268.30347,223.1271496
Grenada Food Pantry,250.2845843,144.8802577,239.317363,61.05430784,105.9811607,62.78238777,37.13354981,30.06812053,58.38696019,62.29863528,190.0505263,185.5635036,67.83803296,76.34467108,170.0969376,163.0906764,85.78843927,211.2319535,223.7859249,270.2972003,246.1096159,1.148137209,253.3308269,275.2503878,142.1966323,62.45726616,87.29746073,141.1111522,116.4960167,299.3814527,161.9011896,214.1017813,153.946828,186.4551742,138.7203108,57.48386517,195.1916679,161.8704541,172.0396115,87.38437936,98.91400957,45.00881598,193.7484467,100.0944332,92.83246853,177.2614599,84.3159527,83.29949581,30.87763599,111.0529329,135.4797811,118.0858935,78.24747125,48.28371573,220.5757554,228.1273403,215.5719252,74.08214478,130.4353478,59.91640665,113.2764597,110.5713127,121.2377626,135.9439431,139.2369731,247.1834263,58.00594642,32.61837571,67.6659127,118.5350458,154.7240643,92.19759333,94.12754824,199.7481933,159.8534582,100.8837136,213.0724454,41.78361988,270.2495521,92.64104482,22.12835301,103.892719
Grenada Soup Kitchen,250.2938785,144.8745406,239.3269672,60.87633993,105.9753725,62.95960072,37.1268043,30.07538713,58.38019843,62.12094279,190.0593251,185.3844548,67.66066878,76.52141851,170.1058435,162.9112122,85.96448292,211.052044,223.7952261,270.1169684,245.9297327,1.094123175,253.1501344,275.0697173,142.2051322,62.46487592,87.30506458,141.1191603,116.489644,299.2008286,161.7221173,214.110823,153.9560374,186.2756996,138.5419974,57.47757357,195.0117753,161.6917777,172.0488403,87.2060635,98.90764669,45.015974,193.7576932,99.91687548,92.8405889,177.2710089,84.31010382,83.29270449,30.70009879,110.8746174,135.3010997,117.9079522,78.06986156,48.46031861,220.3954297,227.9474144,215.5815295,74.07571133,130.4293429,60.09313135,113.2849627,110.3926372,121.2456268,135.9528048,139.057899,247.0031219,58.01304892,32.79542523,67.84220332,118.5292044,154.7181941,92.37388322,94.12140272,199.7578242,159.8618643,100.8911531,212.89299,41.60620946,270.2591684,92.46307979,22.12170597,103.9006877
Life Changers,249.2875714,145.8920243,238.3216287,59.28494115,106.9926342,64.54864064,38.14107465,29.06274489,59.39441799,60.53040451,189.0514703,183.7896789,66.07115632,78.10900394,169.0983232,161.3151383,87.54986943,209.454579,222.7889409,268.5184957,244.3323498,0.618240568,251.5502226,273.4698745,141.1963434,61.45330586,86.29347603,140.1088349,117.5050791,297.6011309,160.127268,213.103727,152.9494652,184.6795932,136.9495189,58.49326217,193.414363,160.0981652,171.042329,85.61357754,99.92311253,44.00299248,192.7512368,98.32675815,91.83061423,176.2654977,85.32717566,84.30683171,29.11004574,109.2821327,133.7074715,116.3166364,76.47958199,50.04745241,218.7966641,226.349898,214.5761914,75.0909567,131.4459274,61.68064578,112.2761834,108.7990275,120.234852,134.9451463,137.4630439,245.4044228,56.99989394,34.38395453,69.42836149,119.5462998,155.7351993,93.9600391,95.13754773,198.7525692,158.8527824,99.87905115,211.2969435,40.01655253,269.2538674,90.87168999,23.13628402,102.890239
Hancock County Food Pantry,196.4045708,360.8115137,143.0026914,202.0686656,321.8942259,325.711253,252.8006683,246.5521155,274.0498587,217.3122463,203.6675462,160.2500918,265.4392339,339.1539667,169.3473771,100.4167204,348.4169922,68.22244782,169.1089029,82.2514326,106.6004264,261.7886298,10.4921578,25.56780746,196.1154581,234.2324369,259.7854008,260.3222883,332.2587988,56.16363413,133.5151517,194.7797145,111.9916258,103.3170783,211.8776024,283.9456259,68.42578764,186.6613084,127.412689,175.8279959,314.6793545,275.5239789,146.6689569,272.4549185,197.3703726,88.70669032,312.9033152,298.9547484,232.1346781,184.0634814,159.7142724,240.3428364,243.9846003,311.0559485,43.1529719,82.79256293,119.3277744,289.8294022,346.2926548,322.7198992,166.8409029,152.7334631,259.4775202,141.2373124,124.1702133,49.10877459,295.6453015,295.5053324,330.3579222,334.4344058,370.6159369,354.8893648,309.9487757,99.86157781,226.2238035,294.7106484,132.4488505,233.5012309,172.1013664,211.9118667,274.1015807,228.458625
Gulf Coast Community Ministries 1,209.1842645,340.9428294,155.8371038,214.5588554,310.9705157,338.0681728,258.8037156,258.9748847,253.9972182,213.1953585,216.3600527,139.8507148,245.3366311,351.4289332,182.0588374,113.1705092,360.5681061,65.22215353,181.8899181,61.64362414,86.05405557,274.1511106,23.46235105,4.882828157,208.7553965,246.7156245,272.2674572,272.8754724,312.2745672,35.4867553,114.1903869,207.5149855,124.7566639,89.81063324,191.607747,296.1967247,81.25504787,166.3275186,140.1811024,188.3794951,294.6969232,287.9275396,159.4404076,252.3181438,209.9435258,101.531553,325.0764197,278.8968032,244.5489854,164.7109013,140.4425362,220.1385199,223.838768,323.3055889,56.05852057,62.23873305,132.1622817,269.8346169,326.3732576,334.9909286,179.4814757,165.3483186,272.0053999,153.94108,136.8552946,29.44175507,308.0390221,307.8336091,342.5525544,314.5438965,350.7202016,367.0837749,290.0047056,112.7008315,238.8471345,307.1636703,111.9778422,233.5882005,184.9378051,191.7034703,286.4152475,241.0049814
The Salvation Army MS Gulf Coast – Food Pantry,210.0475613,339.1889072,156.7047895,215.3989518,311.7843427,338.8975796,259.6310593,259.8095748,252.2285512,214.0315725,217.2163619,138.054251,243.5639582,352.2517715,182.916668,114.031737,361.3810187,66.08967508,182.7533228,59.83045157,84.24580803,274.9809682,24.34092707,3.063471061,209.6074936,247.5551572,273.1068973,273.7206124,310.5113813,33.66804573,115.0460884,208.3747224,125.6187923,90.67201555,189.8216658,297.017655,82.12232595,164.5363124,141.0435002,189.2245066,292.9338831,288.7606881,160.3030474,250.54273,210.7902709,102.3984773,325.8910975,277.1277087,245.3829985,165.5559157,141.2927184,218.3576923,222.0626301,324.1264,56.93191393,60.42988903,133.0299767,268.0705882,324.6152698,335.8134528,180.3336258,166.1984089,272.8485122,154.7982962,137.7110147,30.3148564,308.8713804,308.660723,343.3689558,312.7882264,348.9641093,367.9001565,288.2447423,113.5689082,239.6978985,308.0007809,110.1756362,234.4204302,185.8056511,189.9223178,287.2411924,241.8495767
Back Bay Mission – Food Pantry,219.2781761,326.6001402,165.9720079,224.4361897,320.6025858,347.8456644,268.5619857,268.8017318,245.1606564,223.0364523,226.3887319,125.1108238,230.8188744,361.1451022,192.1017337,123.2451462,370.191616,75.35556198,191.9848479,46.74772469,71.20414023,283.9328405,35.07075276,11.76713108,218.7447589,256.5876826,282.1386389,282.7998622,297.8453782,20.53915727,124.213436,217.5756663,134.8397035,99.88672251,176.9647961,305.8951091,91.38617704,151.636716,150.2666501,198.3027226,280.2691046,297.7399828,169.5282067,237.7747866,219.8829268,111.6593709,334.7164251,264.4124502,254.36952,174.6341668,150.414053,205.5446184,209.2886617,333.0028481,66.24674571,58.46958738,142.297282,271.274764,311.9926067,344.7041731,189.4713458,175.3189666,281.9108611,163.9782527,146.8785077,39.62726463,317.8440798,317.5897112,352.2086408,301.3391835,336.3572405,376.7396638,287.6029826,122.8394032,248.8240391,317.0130905,97.18433727,243.3920927,195.074194,192.8481208,296.1604473,250.9243007
